,sms,spam/ham_spam
1529,how to make a girl happi it s not at all difficult to make girl happi u onli need to be a friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt veri clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam,0
1530,whi is that princess i bet the brotha are all chase you,0
1531,i shall book chez jule for half eight if that s ok with you,0
1532,hhahhaahahah rofl wtf nig wa leonardo in your room or someth,0
1533,yep at derek s hous now see you sunday lt,0
1534,it s cool let me know befor it kick off around lt gt i ll be out and about all day,0
1535,i wa wonder if it would be okay for you to call uncl john and let him know that thing are not the same in nigeria as they r here that lt gt dollar is year sent and that you know it a strain but i plan to pay back everi dime he give everi dime so for me to expect anyth from you is not practic someth like that,0
1536,there are no other charg after transfer charg and you can withdraw anyhow you like,0
1537,dont search love let love find u that whi it call fall in love bcoz u dont forc yourself u just fall and u know there is smeon to hold u bslvyl,0
1538,at let s go to bill miller,0
1539,i love you you set my soul on fire it is not just a spark but it is a flame a big rawr flame xoxo,0
1540,somewhr someon is sure made u and god ha decid a perfect time to make u meet dat person till den enjoy ur crush,0
1541,that s my honeymoon outfit,0
1542,will it help if we propos go back again tomorrow,0
1543,privat your account statement for show un redeem s i m point call identifi code expir,1
1544,never blame a day in ur life good day give u happi bad day give u experi both are essenti in life all are god bless good morn,0
1545,pl confirm the time to collect the chequ,0
1546,as a regist subscrib yr draw a gift voucher will b enter on receipt of a correct an when are the next olymp txt an to,1
1547,urgent your mobil number ha been award with a prize guarante call from land line claim valid hr onli ppm,1
1548,daddi will take good care of you,0
1549,yeah probabl i still gotta check out with leo,0
1550,k then ani other special,0
1551,carlo is take hi sweet time as usual so let me know when you and patti are done want to smoke and i ll tell him to haul ass,0
1552,ok pa noth problem,0
1553,have you heard about that job i m go to that wildlif talk again tonight if u want come it that worzel and a wizzl or whatev it is,0
1554,god pick up a flower and dippeditinadew lovingli touch itwhichturnedinto u and the he gift tomeandsaid thi friend is u,0
1555,when you came to hostel,0
1556,ok no prob i ll come after lunch then,0
1557,ju tell u dat i ll b leav shanghai on st instead so we ll haf more time meet up cya,0
1558,are your freez are you home yet will you rememb to kiss your mom in the morn do you love me do you think of me are you miss me yet,0
1559,you all readi for big day tomorrow,0
1560,i ll probabl be around mu a lot,0
1561,,0
1562,rt king pro video club need help info ringtonek co uk or call you must be club credit redeem at www ringtonek co uk enjoy,1
1563,thnx dude u guy out nite,0
1564,me sef dey laugh you meanwhil how s my darl anji,0
1565,mm i had my food da from out,0
1566,k make sens btw carlo is be difficult so you guy are gonna smoke while i go pick up the second batch and get ga,0
1567,did u download the fring app,0
1568,the oz guy is be kinda flaki but one friend is interest in pick up lt gt worth tonight if possibl,0
1569,friend that u can stay on fb chat with,0
1570,fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lone i go now to sleep to dream of you my love,0
1571,live is veri simpl love is also simpl laugh is too simpl win is tooo simpl but be simpl is veri difficult gud nte,0
1572,u have a secret admir who is look make contact with u find out who they r reveal who think ur so special call on,1
1573,ah well that confus thing doesn t it,0
1574,free text msg just text ok to and we ll credit your account,1
1575,hi dear call me it urgnt i don t know what your problem you don t want to work or if you have ani other problem at least tell me wate for your repli,0
1576,dear how you are you ok,0
1577,you have been select to stay in of top british hotel for noth holiday worth to claim call london bx sw ss,1
1578,ye princess i want to make you happi,0
1579,sound like you have mani talent would you like to go on a dinner date next week,0
1580,i am go to film day da at pm sorri da,0
1581,we not watch movi alreadi xy want shop so i m shop w her now,0
1582,hello my littl parti anim i just thought i d buzz you as you were with your friend grin remind you were love and send a naughti ador kiss,0
1583,yesterday it with me onli now am go home,0
1584,eeri nokia tone u rpli tone titl to eg tone dracula to titl ghost addamsfa munster exorcist twilight www getz co uk pobox w wq p,1
1585,you have come into my life and brought the sun shini down on me warm my heart put a constant smile on my face make me feel love and care for,0
1586,no shit but i wasn t that surpris so i went and spent the even with that french guy i met in town here and we fool around a bit but i didn t let him fuck me,0
1587,a network allow compani to bill for sm so they are respons for their supplier just as a shop ha to give a guarante on what they sell b g,1
1588,great comedi cant stop laugh da,0
1589,freemsg feelin kinda lnli hope u like keep me compani jst got a cam mobi wanna c my pic txt or repli date to msg p rcv hlp stop to,1
1590,alright we re all set here text the man,0
1591,hi where are you we re at and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo don t mind do you,0
1592,sleep nt feel well,0
1593,u will switch your fone on dammit,0
1594,india have to take lead,0
1595,i ll post her out l r in class,0
1596,tht wat wright brother did to fli,0
1597,even v good if somewhat event laden will fill you in don t you worri head ok but throat wreck see you at six then,0
1598,if u laugh realli loud if u talk spontan if u dont care what other feel u are probabl with your dear amp best friend goodeven dear,0
1599,it a laptop take it with you,0
1600,i dont have ani of your file in my bag i wa in work when you call me i ll tell you if i find anyth in my room,0
1601,i wan but too earli lei me outsid now wun b home so earli neva mind then,0
1602,for ur chanc to win a cash everi wk txt action to t s c s www movietrivia tv custcar x p wk,1
1603,i wa at bugi juz now wat but now i m walk home oredi so late then repli i oso saw a top dat i like but din buy where r now,0
1604,at we will go ok na,0
1605,ye i post a coupl of pic on fb there s still snow outsid too i m just wake up,0
1606,s if we have one good partnership go we will take lead,0
1607,rgent thi is the nd attempt to contact u u have won call b t csbcm wc n xx callcost ppm mobilesvari max,1
1608,yeah where s your class at,0
1609,no just send to you bec you in templ na,0
1610,you aren t come home between class right i need to work out and shower,0
1611,hi if ur lookin sauci daytim fun wiv busti marri woman am free all next week chat now sort time janinexx call minmobsmorelkpobox hp fl,1
1612,s but mostli not like that,0
1613,v ma fan,0
1614,dunno co i wa v late n when i reach they insid alreadi but we ate spageddi lor it s e gal who r laugh at me lor,0
1615,guess who spent all last night phase in and out of the fourth dimens,0
1616,so now my dad is gonna call after he get out of work and ask all these crazi question,0
1617,ye but they said it it,0
1618,veri hurt n meaning line ever i compromis everyth for my love but at d end my love compromis me for everyth gud mornin,0
1619,lmao nice,0
1620,glad to see your repli,0
1621,urgent we are tri to contact u today draw show that you have won a prize guarante call from land line claim a valid hr onli,1
1622,monthli password for wap mobsi com is use your wap phone not pc,1
1623,nah dub but je still buff,0
1624,pain word i thought be happi wa the most toughest thing on earth but the toughest is act happi with all unspoken pain insid,0
1625,yeah that s fine it s to get in is that ok,0
1626,lol where do u come up with these idea,0
1627,so mani peopl seem to be special at first sight but onli veri few will remain special to you till your last sight maintain them till life end sh ja,0
1628,okay we wait ah,0
1629,y lei,0
1630,hi babe u r most like to be in bed but im so sorri about tonight i realli wanna see u tomorrow so call me at love me xxx,0
1631,alreadi am squat is the new way of walk,0
1632,do you want bold or bb torch,0
1633,cramp stop go back to sleep,0
1634,today vodafon number end with my last four digit are select to receiv a award if your number match pleas call to claim your award,1
1635,free top rington sub to weekli rington get st week free send subpoli to per week stop sm,1
1636,nan sonathaya soladha whi boss,0
1637,bring tat cd don forget,0
1638,i don t know but i m rape dude at poker,0
1639,weightloss no more girl friend make load of money on ebay or someth and give thank to god,0
1640,wa gr to see that messag so when r u leav congrat dear what school and wat r ur plan,0
1641,eatin later but i m eatin wif my fren now lei go home first,0
